time,Bonding Roll Actual Velocity,Bonding Roll Command Velocity,Bonding Roll Position Error,Bonding Roll Torque,Continuous Bond FFT Band 0,Continuous Bond FFT Band 1,Continuous Bond FFT Band 2,Continuous Bond FFT Band 3,Continuous Bond FFT Band 4,Continuous Bond FFT Band 5,Continuous Bond FFT Band 6,Continuous Bond FFT Band 7,Continuous Bond Vibration,Tackdown Bond Vibration,Tackdown FFT Band 0,Tackdown FFT Band 1,Tackdown FFT Band 2,Tackdown FFT Band 3,Tackdown FFT Band 4,Tackdown FFT Band 5,Tackdown FFT Band 6,Tackdown FFT Band 7
2022-02-14T00:00:00.006069,19.993572,20.0,0.000134,19.800001,0.043561,0.067138,0.135028,0.193975,0.043993,0.026036,0.033118,0.026098,0.741213,0.177715,0.016127,0.018636,0.019347,0.0231,0.011747,0.011502,0.010841,0.009863
2022-02-14T00:00:00.006389,19.993572,20.0,0.000134,19.800001,0.044619000000000006,0.0694305,0.1256175,0.1890475,0.034069999999999996,0.02195,0.026465000000000002,0.024986,0.7356905,0.18381550000000002,0.016087999999999998,0.018678,0.019319,0.0229645,0.011659,0.011444,0.0107955,0.0098335
2022-02-14T00:00:00.056131,19.9990645,20.0,8.950000000000001e-05,19.6000005,0.045677,0.071723,0.116207,0.18412,0.024147,0.017864,0.019812,0.023874,0.730168,0.189916,0.016049,0.01872,0.019291,0.022829,0.011571,0.011386,0.01075,0.009804
2022-02-14T00:00:00.056609,20.004557,20.0,4.5e-05,19.4,0.045677,0.071723,0.116207,0.18412,0.024147,0.017864,0.019812,0.023874,0.730168,0.189916,0.016049,0.01872,0.019291,0.022829,0.011571,0.011386,0.01075,0.009804
2022-02-14T00:00:00.106286,20.005167,20.0,1.2499999999999999e-05,18.25,0.045677,0.071723,0.116207,0.18412,0.024147,0.017864,0.019812,0.023874,0.730168,0.189916,0.016049,0.01872,0.019291,0.022829,0.011571,0.011386,0.01075,0.009804
2022-02-14T00:00:00.106710,20.005777,20.0,-2e-05,17.1,0.045677,0.071723,0.116207,0.18412,0.024147,0.017864,0.019812,0.023874,0.7415849999999999,0.1889615,0.016049,0.01872,0.019291,0.022829,0.011571,0.011386,0.01075,0.009804
2022-02-14T00:00:00.156508,20.0112705,20.0,-1e-05,16.6500005,0.045677,0.071723,0.116207,0.18412,0.024147,0.017864,0.019812,0.023874,0.753002,0.188007,0.016049,0.01872,0.019291,0.022829,0.011571,0.011386,0.01075,0.009804
2022-02-14T00:00:00.156841,20.016764,20.0,0.0,16.200001,0.045677,0.071723,0.116207,0.18412,0.024147,0.017864,0.019812,0.023874,0.753002,0.188007,0.016049,0.01872,0.019291,0.022829,0.011571,0.011386,0.01075,0.009804
2022-02-14T00:00:00.206494,20.0053715,20.0,-0.000116,19.0500005,0.045677,0.071723,0.116207,0.18412,0.024147,0.017864,0.019812,0.023874,0.753002,0.188007,0.016049,0.01872,0.019291,0.022829,0.011571,0.011386,0.01075,0.009804
2022-02-14T00:00:00.207328,19.993979,20.0,-0.000232,21.9,0.045677,0.071723,0.116207,0.18412,0.024147,0.017864,0.019812,0.023874,0.753002,0.188007,0.016049,0.01872,0.019291,0.022829,0.011571,0.011386,0.01075,0.009804
2022-02-14T00:00:00.256731,19.9970305,20.0,-0.000228,21.6000005,0.045677,0.071723,0.116207,0.18412,0.024147,0.017864,0.019812,0.023874,0.753002,0.188007,0.016049,0.01872,0.019291,0.022829,0.011571,0.011386,0.01075,0.009804
2022-02-14T00:00:00.257558,20.000082,20.0,-0.000224,21.300001,0.045677,0.071723,0.116207,0.18412,0.024147,0.017864,0.019812,0.023874,0.7449304999999999,0.183922,0.016049,0.01872,0.019291,0.022829,0.011571,0.011386,0.01075,0.009804
2022-02-14T00:00:00.306761,19.996623999999997,20.0,-0.00023799999999999998,22.000001,0.045677,0.071723,0.116207,0.18412,0.024147,0.017864,0.019812,0.023874,0.736859,0.179837,0.016049,0.01872,0.019291,0.022829,0.011571,0.011386,0.01075,0.009804
2022-02-14T00:00:00.307596,19.993166,20.0,-0.000252,22.700001,0.0532385,0.07111999999999999,0.12918400000000002,0.2048935,0.022935499999999998,0.021827,0.0220925,0.025279,0.7569319999999999,0.18180000000000002,0.016012,0.018695,0.019258499999999998,0.022842,0.0115955,0.011365,0.0107645,0.009815
2022-02-14T00:00:00.356804,19.999879,20.0,-0.0001625,21.5500005,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.357582,20.006592,20.0,-7.3e-05,20.4,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.407265,20.006795,20.0,-7.7e-05,20.1000005,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.407750,20.006998,20.0,-8.1e-05,19.800001,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.457381,20.009642499999998,20.0,-3.2500000000000004e-05,20.1500005,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.457900,20.012287,20.0,1.6e-05,20.5,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.507460,20.012084,20.0,2.85e-05,19.8500005,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.507981,20.011881,20.0,4.1e-05,19.200001,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.557532,20.0110675,20.0,-4.2499999999999996e-05,19.700001,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.558039,20.010254,20.0,-0.000126,20.200001,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.607710,20.01005,20.0,-0.0001015,20.450001,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.608321,20.009846,20.0,-7.7e-05,20.700001,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.657806,20.001302,20.0,-0.0001115,21.4000005,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
2022-02-14T00:00:00.658406,19.992758,20.0,-0.000146,22.1,0.0608,0.070517,0.142161,0.225667,0.021724,0.02579,0.024373,0.026684,0.777005,0.183763,0.015975,0.01867,0.019226,0.022855,0.01162,0.011344,0.010779,0.009826
