sep=;
"Series";"Time";"Value"
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.062654
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061714
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061755
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061351
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061821
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061402
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061955
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.0621
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061724
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061501
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.062212
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061584
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.062093
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.062479
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061837
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.060945
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.060031
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.060478
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.060396
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061789
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061289
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.060983
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061488
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061689
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061976
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.061793
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.062382
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.062943
"TD FFT Band 2";"2021-05-24T17:39:00+02:00";0.062421
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061963
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063272
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.062234
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061794
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063106
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063569
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063806
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063373
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063135
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063009
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063395
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.062611
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.062435
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063078
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.0638
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063759
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.064693
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.064243
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063188
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063527
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.063337
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.062433
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061408
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061771
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061369
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.062009
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.062123
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061799
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061435
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061462
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.060503
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.060413
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061754
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061607
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061093
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061346
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061563
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061437
"TD FFT Band 2";"2021-05-24T17:40:00+02:00";0.061828
"TD FFT Band 2";"2021-05-24T17:41:00+02:00";0.062403
"TD FFT Band 2";"2021-05-24T17:41:00+02:00";0.062755
"TD FFT Band 2";"2021-05-24T17:41:00+02:00";0.062899
"TD FFT Band 2";"2021-05-24T17:41:00+02:00";0.063691
"TD FFT Band 2";"2021-05-24T17:41:00+02:00";0.063214
"TD FFT Band 2";"2021-05-24T17:41:00+02:00";0.063273
"TD FFT Band 2";"2021-05-24T17:41:00+02:00";0.062493
"TD FFT Band 2";"2021-05-24T17:41:00+02:00";0.062693
"TD FFT Band 2";"2021-05-24T17:41:00+02:00";0.06242
"TD FFT Band 2";"2021-05-24T17:41:00+02:00";0.062569
"TD FFT Band 2";"2021-05-24T17:41:00+02:00";0.062842
"TD FFT Band 2";"2021-05-24T17:41:00+02:00";0.063441
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.060795
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.060976
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.061765
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.060885
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.060323
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.060049
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.060263
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.061245
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.061153
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.062193
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.062064
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.06203
"TD FFT Band 2";"2021-05-24T17:42:00+02:00";0.062432
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062678
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062739
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.063015
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062365
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062341
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061667
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062233
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062102
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062273
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061229
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.060893
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.060549
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.060151
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061334
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061689
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061968
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062105
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.06204
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061724
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061102
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.060027
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.05855
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.058871
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.058112
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.058325
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.058614
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.059162
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.058995
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.059746
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.060139
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.059633
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.060377
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.060801
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.060313
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061241
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061547
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062247
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062133
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062438
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062979
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.063123
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.06293
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061785
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061302
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.06137
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061483
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061018
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061421
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.060533
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.06014
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.060269
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061428
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061644
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.062399
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.063542
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.063145
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.06268
"TD FFT Band 2";"2021-05-24T17:43:00+02:00";0.061799
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.061523
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.060943
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.059829
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.059901
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.059778
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.059483
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.059686
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.059142
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.059307
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.059897
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.060461
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.060667
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.061207
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.06058
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.060543
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.059915
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.060037
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.060367
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.061102
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.060283
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.060315
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.059938
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.060075
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.060811
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.060304
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.060893
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062295
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062073
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062935
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062763
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062184
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.06223
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.061795
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.061934
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.061587
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.061437
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.061542
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.063197
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.063486
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.063112
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062824
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062729
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062446
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062964
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.061882
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062133
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.061544
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.061571
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062115
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062162
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062144
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062079
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062585
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.063286
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.063249
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.063436
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.062827
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.061653
"TD FFT Band 2";"2021-05-24T17:44:00+02:00";0.06284
"TD FFT Band 2";"2021-05-24T17:45:00+02:00";0.062624
"TD FFT Band 2";"2021-05-24T17:45:00+02:00";0.062972
"TD FFT Band 2";"2021-05-24T17:45:00+02:00";0.062778
"TD FFT Band 2";"2021-05-24T17:45:00+02:00";0.063776
"TD FFT Band 2";"2021-05-24T17:45:00+02:00";0.063781
"TD FFT Band 2";"2021-05-24T17:45:00+02:00";0.063733
"TD FFT Band 2";"2021-05-24T17:45:00+02:00";0.064139
"TD FFT Band 2";"2021-05-24T17:45:00+02:00";0.06344
"TD FFT Band 2";"2021-05-24T17:45:00+02:00";0.063881
"TD FFT Band 2";"2021-05-24T17:45:00+02:00";0.064575
"TD FFT Band 2";"2021-05-24T17:45:00+02:00";0.063594
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062339
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062853
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.063259
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.063595
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.063814
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062872
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062153
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062682
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062189
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.061929
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.061641
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.061164
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.060628
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.060559
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.061069
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062082
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062964
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.063983
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.0635
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.063414
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.063291
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.064337
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.064273
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.064726
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.063279
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.064035
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.064484
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.063615
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.063159
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062795
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.061933
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.061968
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062166
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062725
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062092
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062033
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062288
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062958
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062856
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062636
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062649
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.061724
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.06239
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062751
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.063046
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062773
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.062767
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.061931
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.063102
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.063592
"TD FFT Band 2";"2021-05-24T17:47:00+02:00";0.06417
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.064518
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.063728
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.062291
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.061831
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.061356
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.061021
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.061365
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.061487
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.061094
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.061144
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.060679
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.060629
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.059726
"TD FFT Band 2";"2021-05-24T17:48:00+02:00";0.060316
"TD FFT Band 2";"2021-05-24T17:49:00+02:00";0.064724
"TD FFT Band 2";"2021-05-24T17:49:00+02:00";0.064175
"TD FFT Band 2";"2021-05-24T17:49:00+02:00";0.063977
"TD FFT Band 2";"2021-05-24T17:49:00+02:00";0.063783
"TD FFT Band 2";"2021-05-24T17:49:00+02:00";0.063729
"TD FFT Band 2";"2021-05-24T17:49:00+02:00";0.063934
"TD FFT Band 2";"2021-05-24T17:49:00+02:00";0.063781
"TD FFT Band 2";"2021-05-24T17:49:00+02:00";0.063209
"TD FFT Band 2";"2021-05-24T17:49:00+02:00";0.063217
"TD FFT Band 2";"2021-05-24T17:49:00+02:00";0.064477
"TD FFT Band 2";"2021-05-24T17:49:00+02:00";0.065171
"TD FFT Band 2";"2021-05-24T17:49:00+02:00";0.064187
"TD FFT Band 2";"2021-05-24T17:50:00+02:00";0.061695
"TD FFT Band 2";"2021-05-24T17:50:00+02:00";0.06138
"TD FFT Band 2";"2021-05-24T17:50:00+02:00";0.06266
"TD FFT Band 2";"2021-05-24T17:50:00+02:00";0.062452
"TD FFT Band 2";"2021-05-24T17:50:00+02:00";0.062771
"TD FFT Band 2";"2021-05-24T17:50:00+02:00";0.062813
"TD FFT Band 2";"2021-05-24T17:50:00+02:00";0.063035
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.062487
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.062106
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.060665
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.060606
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.060174
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061213
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.060623
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.060646
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061589
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.062202
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.063458
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.063559
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.06356
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.06328
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.063585
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.063314
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.062767
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.063042
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.0623
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061775
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061917
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061729
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.062621
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.062626
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.062076
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061454
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061583
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.06076
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061318
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.062682
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061111
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061042
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061151
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061712
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.063201
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.064231
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.064117
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.063398
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.063921
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.062012
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061256
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061485
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.062169
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061943
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061348
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.06059
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.060062
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.060024
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.060139
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061067
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.060264
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.059543
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.061334
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.062154
"TD FFT Band 2";"2021-05-24T17:51:00+02:00";0.062206
"TD FFT Band 2";"2021-05-24T17:52:00+02:00";0.061627
"TD FFT Band 2";"2021-05-24T17:53:00+02:00";0.061689
"TD FFT Band 2";"2021-05-24T17:53:00+02:00";0.061829
"TD FFT Band 2";"2021-05-24T17:53:00+02:00";0.062259
"TD FFT Band 2";"2021-05-24T17:53:00+02:00";0.062337
"TD FFT Band 2";"2021-05-24T17:53:00+02:00";0.062854
"TD FFT Band 2";"2021-05-24T17:53:00+02:00";0.062827
"TD FFT Band 2";"2021-05-24T17:53:00+02:00";0.062242
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.062173
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.061671
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.061483
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.061236
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.061205
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.060902
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.060712
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.060582
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.060589
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.060711
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.061463
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.061295
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.061727
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.061792
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.063013
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.061878
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.06216
"TD FFT Band 2";"2021-05-24T17:54:00+02:00";0.061053
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.061262
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.060673
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.060398
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.061177
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.061072
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.061064
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.061936
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.0609
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.061611
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.061671
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.061665
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.060768
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.060518
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.061669
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.061603
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.060812
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.06076
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.060825
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.060744
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.060861
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.060535
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.060307
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.059954
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.061126
"TD FFT Band 2";"2021-05-24T17:55:00+02:00";0.061039
