sep=;
"Series";"Time";"Value"
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082631
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082229
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.083114
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.083464
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.083296
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.083301
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082886
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082576
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082768
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.081952
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082272
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.083138
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.084201
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.084392
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.084694
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.083842
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.08325
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082445
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.083036
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082662
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082482
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082935
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.081638
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.081005
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.080119
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.080804
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.081981
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.08251
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.083552
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082079
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.081417
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.080903
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.08119
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082512
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082171
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082337
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.08329
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.083265
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082358
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.082062
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.080604
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.080597
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.081673
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.08054
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.07996
"TD FFT Band 0";"2021-05-24T13:36:00+02:00";0.079792
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.079385
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.080066
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.080384
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.08087
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.081961
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082294
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082502
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082614
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.084137
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083929
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.084149
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.085388
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.08527
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.08515
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.085044
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.084202
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083738
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083361
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.08319
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082994
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082529
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082291
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082903
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.08185
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.081877
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.081988
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082516
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.081982
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082226
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.081117
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.080577
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.081727
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082102
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.081297
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.081633
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.081742
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.081678
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082108
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.081933
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082327
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083101
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.082854
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083193
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083018
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083371
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083643
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.084286
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.08418
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.084866
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.085161
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.084335
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.085611
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.084439
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083584
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083836
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083805
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083355
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083713
"TD FFT Band 0";"2021-05-24T13:37:00+02:00";0.083456
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084031
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.08396
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084373
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.085003
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.085432
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084561
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084678
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.085241
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084558
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084636
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084892
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084654
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.083993
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084446
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.085672
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.085027
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084733
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084418
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.083962
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084397
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084665
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084739
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.084284
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082757
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082817
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082393
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082263
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082174
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082479
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082394
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082502
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082559
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082472
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.083039
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.08299
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.083398
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.083795
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082382
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.081461
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.08152
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.080968
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.081368
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.0821
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082329
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082609
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082347
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082328
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.081885
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082448
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082142
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082123
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.081554
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.081627
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.081027
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.080632
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.080822
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.081341
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.081939
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082237
"TD FFT Band 0";"2021-05-24T13:38:00+02:00";0.082297
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082365
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082177
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082196
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082169
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.081572
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082577
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082307
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082576
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.081246
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.081744
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082291
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083554
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.084378
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.084799
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082892
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082983
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082667
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082184
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082394
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082053
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082348
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.08286
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083094
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083478
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083139
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.08417
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083736
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.085184
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.085176
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.085526
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.084981
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083984
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083958
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083906
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083012
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082767
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.084284
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083944
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083634
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083343
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083593
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082147
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.081694
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.080953
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.081784
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.081718
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.0822
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082312
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082549
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082318
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082425
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.082875
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.083874
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.084287
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.08443
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.084046
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.084229
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.084508
"TD FFT Band 0";"2021-05-24T13:39:00+02:00";0.084599
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.084893
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.085784
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.086985
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.087186
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.08662
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.086808
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.087035
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.086258
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.086145
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.085433
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.084932
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.083971
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.08483
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.084213
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.084018
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.084606
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.083468
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.083245
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.083479
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.084717
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.084896
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.085329
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.08437
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.084315
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.084941
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.084465
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.084875
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.085305
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.084348
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.083824
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.083587
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.083883
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.083224
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.083449
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.083275
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.082489
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.081931
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.081422
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.080913
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.080077
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.079957
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.080536
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.082096
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.08233
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.0824
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.080838
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.080556
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.079987
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.0807
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.07985
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.079827
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.080698
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.081365
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.082154
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.083461
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.082962
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.082283
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.082506
"TD FFT Band 0";"2021-05-24T13:40:00+02:00";0.081916
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082702
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082883
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082789
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082446
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.081819
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.081783
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.0818
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082648
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082051
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082401
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082775
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083013
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082533
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083061
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.081309
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082422
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083149
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082961
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083078
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083704
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082771
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083269
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083614
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083206
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083444
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083277
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.082872
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.081988
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.08184
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.084273
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.084252
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083996
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.084163
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.085272
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.085285
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.084324
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.084288
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083934
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.08491
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.084658
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.085956
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.08685
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.086165
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.08687
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.086563
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.086704
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.086777
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.085484
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.085281
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.085809
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.085631
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.084783
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083487
"TD FFT Band 0";"2021-05-24T13:41:00+02:00";0.083117
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082819
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.08314
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082552
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082282
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082406
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082004
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082447
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082279
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082966
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082745
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082951
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.08263
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083009
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082193
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082207
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.081762
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082021
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.081811
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082281
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082997
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082361
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.08265
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.08236
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082836
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082862
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083415
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083434
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083794
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083431
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083238
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083752
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.084946
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.084929
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.084947
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.085645
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.086211
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.086691
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.085069
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.084294
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.08351
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083876
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.084834
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.0849
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.084358
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.084859
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.085114
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.084465
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.084887
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.084676
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083793
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083506
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083825
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083601
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083451
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.082965
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083168
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.084444
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083898
"TD FFT Band 0";"2021-05-24T13:42:00+02:00";0.083362
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.083656
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.08378
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.082676
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.083286
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.082412
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.083057
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.082111
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.082499
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.081798
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.082006
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.081975
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.081757
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.081406
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.080734
"TD FFT Band 0";"2021-05-24T13:43:00+02:00";0.080779
