Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Variables;Variables;Variables;Variables;Variables;Variables;Variables;Variables;Variables;Variables
Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Calc Key Parm;Calc Key Parm;CB DS;CB DS;CB OP;CB OP;Check Edge Suff. Bonds;Check Edge Suff. Bonds;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable
CB Avg Bond Site Area (pix);N Bonds Expected in ROI;CB Unacceptable Limit - N Bonds in ROI;CB Acceptable Limit - N Bonds in ROI;HB Avg Bond Site Area (pix);HB Acceptable Limit - N Bonds in ROI;HB Unacceptable Limit - N Bonds in ROI;MD Iterations;MD Iteration Length;Percentage of Area;Pixel Count;Percentage of Area;Pixel Count;[DB] CB Num Bonds OP;[DB] CB Num Bonds DS;92203662.01;92203662.01c;92203662.02;92203662.02c;99971742.01;99971742.01c;99971742.02;99971742.02c;vALL.Image.Confidence;vALL.Image.Name
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;42,30769;132;733,33333;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165933_102_P6036.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,10256;122;43,91026;137;761,11111;677,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165934_652_P6067.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;40,38462;126;700;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165936_202_P6098.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;45,51282;142;43,91026;137;761,11111;788,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165937_752_P6129.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;44,23077;138;766,66667;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165939_302_P6160.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;34,29487;107;594,44444;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165941_002_P6194.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;46,79487;146;811,11111;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165944_102_P6256.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;41,34615;129;716,66667;683,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165945_652_P6287.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;41,02564;128;711,11111;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165947_202_P6318.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;41,66667;130;722,22222;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165948_752_P6349.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;42,62821;133;738,88889;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165950_302_P6380.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;41,34615;129;716,66667;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165951_852_P6411.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;47,22222;136;755,55556;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165953_402_P6442.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,46154;120;41,02564;128;711,11111;666,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165954_952_P6473.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;45,19231;141;783,33333;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165956_502_P6504.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;40,38462;126;700;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165958_052_P6535.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;42,62821;133;738,88889;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_165959_602_P6566.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;42,30769;132;733,33333;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170001_152_P6597.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;41,34615;129;716,66667;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170002_702_P6628.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;46,875;135;750;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170004_252_P6659.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;46,15385;144;800;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170005_802_P6690.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;42,62821;133;738,88889;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170007_352_P6721.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;41,34615;129;716,66667;672,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170008_902_P6752.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;37,5;117;40,38462;126;700;650;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170010_452_P6783.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;43,26923;135;750;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170012_002_P6814.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;43,91026;137;761,11111;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170013_552_P6845.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;44,55128;139;772,22222;672,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170015_102_P6876.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;38,46154;120;666,66667;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170016_652_P6907.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;39,10256;122;677,77778;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170018_202_P6938.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;41,66667;130;722,22222;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170019_752_P6969.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;44,23077;138;766,66667;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170021_302_P7000.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;41,02564;128;711,11111;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170022_852_P7031.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;40,0641;125;694,44444;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170024_402_P7062.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;43,26923;135;750;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170025_952_P7093.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;42,94872;134;744,44444;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170027_502_P7124.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;41,34615;129;716,66667;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170029_052_P7155.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;43,58974;136;755,55556;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170030_602_P7186.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,91026;137;42,70833;123;683,33333;761,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170032_152_P7217.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;41,66667;130;722,22222;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170033_702_P7248.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;41,02564;128;711,11111;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170035_252_P7279.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;44,79167;129;716,66667;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170036_802_P7310.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;41,66667;130;722,22222;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170038_352_P7341.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;46,15385;144;800;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170039_902_P7372.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;34,61538;108;600;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170041_452_P7403.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;39,74359;124;688,88889;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170043_002_P7434.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;38,78205;121;672,22222;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170044_552_P7465.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;41,98718;131;727,77778;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170046_102_P7496.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;39,42308;123;683,33333;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170047_652_P7527.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;40,70513;127;705,55556;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170049_202_P7558.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;42,94872;134;744,44444;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170050_752_P7589.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;38,14103;119;661,11111;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170052_402_P7622.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;43,26923;135;750;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170053_952_P7653.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;46,18056;133;738,88889;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170055_502_P7684.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;42,62821;133;738,88889;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170057_052_P7715.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;40,0641;125;694,44444;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170058_752_P7749.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;42,30769;132;733,33333;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170100_302_P7780.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;35,89744;112;622,22222;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170101_852_P7811.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,91026;137;40,0641;125;694,44444;761,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170103_402_P7842.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;43,58974;136;755,55556;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170104_952_P7873.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,46154;120;42,30769;132;733,33333;666,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170106_502_P7904.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;42,30769;132;733,33333;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170108_052_P7935.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;45,19231;141;41,66667;130;722,22222;783,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170109_602_P7966.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;41,98718;131;727,77778;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170111_152_P7997.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;40,38462;126;700;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170112_702_P8028.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;41,34615;129;716,66667;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170114_252_P8059.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;41,34615;129;716,66667;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170115_852_P8091.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;40,38462;126;700;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170117_402_P8122.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;39,10256;122;677,77778;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170118_952_P8153.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;39,10256;122;677,77778;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170120_502_P8184.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;41,02564;128;711,11111;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170122_052_P8215.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;44,23077;138;766,66667;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170123_602_P8246.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;44,44444;128;711,11111;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170125_152_P8277.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;38,78205;121;672,22222;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170126_702_P8308.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;42,94872;134;744,44444;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170128_252_P8339.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,10256;122;39,42308;123;683,33333;677,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170129_802_P8370.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;41,02564;128;711,11111;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170131_352_P8401.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;43,40278;125;694,44444;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170132_902_P8432.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;39,42308;123;683,33333;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170134_452_P8463.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;38,78205;121;672,22222;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170136_002_P8494.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;41,66667;130;722,22222;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170137_552_P8525.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;43,91026;137;761,11111;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170139_102_P8556.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;40,0641;125;694,44444;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170140_702_P8588.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;41,34615;129;716,66667;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170142_352_P8621.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;41,66667;130;722,22222;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170143_902_P8652.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,55128;139;44,23077;138;766,66667;772,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170145_452_P8683.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;41,34615;129;716,66667;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170147_002_P8714.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;41,98718;131;727,77778;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170148_552_P8745.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;38,14103;119;661,11111;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170150_102_P8776.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;40,70513;127;705,55556;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170404_893_P249.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;39,58333;114;633,33333;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170407_043_P292.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;42,94872;134;744,44444;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170408_593_P323.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;42,70833;123;683,33333;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170410_143_P354.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;42,62821;133;738,88889;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170411_843_P388.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;41,02564;128;711,11111;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170413_693_P425.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;41,34615;129;716,66667;683,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170415_243_P456.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;41,66667;130;722,22222;672,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170416_943_P490.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;40,70513;127;705,55556;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170418_493_P521.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;41,66667;130;722,22222;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170420_043_P552.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;45,19231;141;783,33333;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170421_593_P583.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;43,91026;137;761,11111;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170423_293_P617.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;44,87179;140;777,77778;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170424_993_P651.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;44,55128;139;772,22222;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170426_543_P682.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;42,62821;133;738,88889;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170428_243_P716.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;42,62821;133;738,88889;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170429_943_P750.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,46154;120;42,94872;134;744,44444;666,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170431_493_P781.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;42,94872;134;744,44444;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170433_193_P815.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;41,34615;129;716,66667;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170434_893_P849.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;42,30769;132;733,33333;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170436_443_P880.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;42,30769;132;733,33333;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170438_143_P914.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;46,52778;134;744,44444;672,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170439_693_P945.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;45,83333;132;733,33333;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170441_393_P979.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,55128;139;45,83333;132;733,33333;772,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170442_943_P1010.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;41,02564;128;711,11111;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170444_493_P1041.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;41,02564;128;711,11111;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170446_193_P1075.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,55128;139;41,98718;131;727,77778;772,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170447_743_P1106.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;41,02564;128;711,11111;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170449_293_P1137.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;45,19231;141;783,33333;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170451_143_P1174.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;42,94872;134;744,44444;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170452_843_P1208.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;42,62821;133;738,88889;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170454_543_P1242.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;42,94872;134;744,44444;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170456_093_P1273.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;41,34615;129;716,66667;683,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170457_643_P1304.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;44,23077;138;766,66667;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170459_343_P1338.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;41,34615;129;716,66667;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170500_893_P1369.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;45,13889;130;722,22222;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170502_593_P1403.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;41,34615;129;716,66667;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170504_143_P1434.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;43,26923;135;750;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170505_693_P1465.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;39,10256;122;677,77778;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170507_443_P1500.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;41,66667;130;722,22222;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170508_993_P1531.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;43,26923;135;750;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170510_693_P1565.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;42,62821;133;738,88889;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170512_243_P1596.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;36,85897;115;42,62821;133;738,88889;638,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170513_793_P1627.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;37,82051;118;655,55556;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170515_343_P1658.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;41,66667;130;722,22222;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170517_043_P1692.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;44,55128;139;772,22222;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_170518_693_P1725.jpg
